/* columns are dimensionless:  t,    P (y[0]),    T (y[1]),    qv (y[2]),   qc (y[3]),     */
0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,2.2893447923931880e-03,0.0000000000000000e+00
2.5000000000000001e-02,1.0000000000000000e+00,1.0000143403837825e+00,2.2750044086107552e-03,1.2679762626201805e-04
5.0000000000461411e-02,1.0000000000000000e+00,1.0000151124063907e+00,2.2742323860025534e-03,1.3362035950775027e-04
7.5000000000922815e-02,1.0000000000000000e+00,1.0000152260933570e+00,2.2741186990362142e-03,1.3462503807837705e-04
1.0000000000138422e-01,1.0000000000000000e+00,1.0000152464576459e+00,2.2740983347472694e-03,1.3480500138291399e-04
1.2500000000184563e-01,1.0000000000000000e+00,1.0000152504266848e+00,2.2740943657084743e-03,1.3484007654921088e-04
1.5000000000230704e-01,1.0000000000000000e+00,1.0000152512324212e+00,2.2740935599720054e-03,1.3484719699779056e-04
1.7500000000276844e-01,1.0000000000000000e+00,1.0000152513995264e+00,2.2740933928668784e-03,1.3484867373798776e-04
2.0000000000322984e-01,1.0000000000000000e+00,1.0000152514345984e+00,2.2740933577949478e-03,1.3484898367539260e-04
2.2500000000369125e-01,1.0000000000000000e+00,1.0000152514420100e+00,2.2740933503832901e-03,1.3484904917363842e-04
2.5000000000415268e-01,1.0000000000000000e+00,1.0000152514435827e+00,2.2740933488105369e-03,1.3484906307236106e-04
2.7500000000461411e-01,1.0000000000000000e+00,1.0000152514439176e+00,2.2740933484757309e-03,1.3484906603110711e-04
3.0000000000507554e-01,1.0000000000000000e+00,1.0000152514439895e+00,2.2740933484037976e-03,1.3484906666679468e-04
3.2500000000553697e-01,1.0000000000000000e+00,1.0000152514440055e+00,2.2740933483877041e-03,1.3484906680901468e-04
3.5000000000599840e-01,1.0000000000000000e+00,1.0000152514440097e+00,2.2740933483834862e-03,1.3484906684629048e-04
3.7500000000645983e-01,1.0000000000000000e+00,1.0000152514440115e+00,2.2740933483816092e-03,1.3484906686287774e-04
4.0000000000692126e-01,1.0000000000000000e+00,1.0000152514440133e+00,2.2740933483797795e-03,1.3484906687904699e-04
4.2500000000738269e-01,1.0000000000000000e+00,1.0000152514440150e+00,2.2740933483779498e-03,1.3484906689521542e-04
4.5000000000784413e-01,1.0000000000000000e+00,1.0000152514440168e+00,2.2740933483761201e-03,1.3484906691138313e-04
4.7500000000830556e-01,1.0000000000000000e+00,1.0000152514440186e+00,2.2740933483742908e-03,1.3484906692755005e-04
5.0000000000876699e-01,1.0000000000000000e+00,1.0000152514440204e+00,2.2740933483724616e-03,1.3484906694371620e-04
5.2500000000922842e-01,1.0000000000000000e+00,1.0000152514440221e+00,2.2740933483706323e-03,1.3484906695988158e-04
5.5000000000968985e-01,1.0000000000000000e+00,1.0000152514440239e+00,2.2740933483688030e-03,1.3484906697604619e-04
5.7500000001015128e-01,1.0000000000000000e+00,1.0000152514440257e+00,2.2740933483669738e-03,1.3484906699221002e-04
6.0000000001061271e-01,1.0000000000000000e+00,1.0000152514440275e+00,2.2740933483651449e-03,1.3484906700837309e-04
6.2500000001107414e-01,1.0000000000000000e+00,1.0000152514440293e+00,2.2740933483633161e-03,1.3484906702453537e-04
6.5000000001153557e-01,1.0000000000000000e+00,1.0000152514440310e+00,2.2740933483614873e-03,1.3484906704069690e-04
6.7500000001199700e-01,1.0000000000000000e+00,1.0000152514440328e+00,2.2740933483596584e-03,1.3484906705685769e-04
7.0000000001245843e-01,1.0000000000000000e+00,1.0000152514440346e+00,2.2740933483578296e-03,1.3484906707301772e-04
7.2500000001291987e-01,1.0000000000000000e+00,1.0000152514440364e+00,2.2740933483560012e-03,1.3484906708917697e-04
7.5000000001338130e-01,1.0000000000000000e+00,1.0000152514440381e+00,2.2740933483541728e-03,1.3484906710533546e-04
7.7500000001384273e-01,1.0000000000000000e+00,1.0000152514440399e+00,2.2740933483523444e-03,1.3484906712149319e-04
8.0000000001430416e-01,1.0000000000000000e+00,1.0000152514440417e+00,2.2740933483505160e-03,1.3484906713765010e-04
8.2500000001476559e-01,1.0000000000000000e+00,1.0000152514440435e+00,2.2740933483486876e-03,1.3484906715380629e-04
8.5000000001522702e-01,1.0000000000000000e+00,1.0000152514440452e+00,2.2740933483468596e-03,1.3484906716996166e-04
8.7500000001568845e-01,1.0000000000000000e+00,1.0000152514440470e+00,2.2740933483450317e-03,1.3484906718611630e-04
9.0000000001614988e-01,1.0000000000000000e+00,1.0000152514440488e+00,2.2740933483432037e-03,1.3484906720227013e-04
9.2500000001661131e-01,1.0000000000000000e+00,1.0000152514440506e+00,2.2740933483413757e-03,1.3484906721842322e-04
9.5000000001707274e-01,1.0000000000000000e+00,1.0000152514440523e+00,2.2740933483395478e-03,1.3484906723457556e-04
9.7500000001753417e-01,1.0000000000000000e+00,1.0000152514440541e+00,2.2740933483377202e-03,1.3484906725072713e-04
1.0000000000179956e+00,1.0000000000000000e+00,1.0000152514440559e+00,2.2740933483358927e-03,1.3484906726687790e-04
