### t                        e1                        e2                         ###
  0.0000000000000000e+00,  0.0000000000000000e+00,                 0.0e+00
  1.0000000000000000e-02,  0.0000000000000000e+00,                 0.0e+00
  2.0000000000000000e-02,  0.0000000000000000e+00,                 0.0e+00
  2.9999999999999999e-02,  0.0000000000000000e+00,                 0.0e+00
  4.0000000000000001e-02,  0.0000000000000000e+00,                 0.0e+00
  5.0000000000000003e-02,  0.0000000000000000e+00,                 0.0e+00
  6.0000000000000005e-02,  0.0000000000000000e+00,                 0.0e+00
  7.0000000000000007e-02,  0.0000000000000000e+00,                 0.0e+00
  8.0000000000000002e-02,  0.0000000000000000e+00,                 0.0e+00
  8.9999999999999997e-02,  0.0000000000000000e+00,                 0.0e+00
  9.9999999999999992e-02,  0.0000000000000000e+00,                 0.0e+00
  1.0999999999999999e-01,  0.0000000000000000e+00,                 0.0e+00
  1.1999999999999998e-01,  0.0000000000000000e+00,                 0.0e+00
  1.2999999999999998e-01,  0.0000000000000000e+00,                 0.0e+00
  1.3999999999999999e-01,  0.0000000000000000e+00,                 0.0e+00
  1.4999999999999999e-01,  0.0000000000000000e+00,                 0.0e+00
  1.6000000000000000e-01,  0.0000000000000000e+00,                 0.0e+00
  1.7000000000000001e-01,  0.0000000000000000e+00,                 0.0e+00
  1.8000000000000002e-01,  0.0000000000000000e+00,                 0.0e+00
  1.9000000000000003e-01,  0.0000000000000000e+00,                 0.0e+00
  2.0000000000000004e-01,  0.0000000000000000e+00,                 0.0e+00
  2.1000000000000005e-01,  0.0000000000000000e+00,                 0.0e+00
  2.2000000000000006e-01,  0.0000000000000000e+00,                 0.0e+00
  2.3000000000000007e-01,  0.0000000000000000e+00,                 0.0e+00
  2.4000000000000007e-01,  0.0000000000000000e+00,                 0.0e+00
  2.5000000000000006e-01,  0.0000000000000000e+00,                 0.0e+00
  2.6000000000000006e-01,  0.0000000000000000e+00,                 0.0e+00
  2.7000000000000007e-01,  0.0000000000000000e+00,                 0.0e+00
  2.8000000000000008e-01,  0.0000000000000000e+00,                 0.0e+00
  2.9000000000000009e-01,  0.0000000000000000e+00,                 0.0e+00
  3.0000000000000010e-01,  0.0000000000000000e+00,                 0.0e+00
  3.1000000000000011e-01,  0.0000000000000000e+00,                 0.0e+00
  3.2000000000000012e-01,  0.0000000000000000e+00,                 0.0e+00
  3.3000000000000013e-01,  0.0000000000000000e+00,                 0.0e+00
  3.4000000000000014e-01,  0.0000000000000000e+00,                 0.0e+00
  3.5000000000000014e-01,  0.0000000000000000e+00,                 0.0e+00
  3.6000000000000015e-01,  0.0000000000000000e+00,                 0.0e+00
  3.7000000000000016e-01,  0.0000000000000000e+00,                 0.0e+00
  3.8000000000000017e-01,  0.0000000000000000e+00,                 0.0e+00
  3.9000000000000018e-01,  0.0000000000000000e+00,                 0.0e+00
  4.0000000000000019e-01,  0.0000000000000000e+00,                 0.0e+00
  4.1000000000000020e-01,  0.0000000000000000e+00,                 0.0e+00
  4.2000000000000021e-01,  0.0000000000000000e+00,                 0.0e+00
  4.3000000000000022e-01,  0.0000000000000000e+00,                 0.0e+00
  4.4000000000000022e-01,  0.0000000000000000e+00,                 0.0e+00
  4.5000000000000023e-01,  0.0000000000000000e+00,                 0.0e+00
  4.6000000000000024e-01,  0.0000000000000000e+00,                 0.0e+00
  4.7000000000000025e-01,  0.0000000000000000e+00,                 0.0e+00
  4.8000000000000026e-01,  0.0000000000000000e+00,                 0.0e+00
  4.9000000000000027e-01,  0.0000000000000000e+00,                 0.0e+00
  5.0000000000000022e-01,  0.0000000000000000e+00,                 0.0e+00
  5.1000000000000023e-01,  0.0000000000000000e+00,                 0.0e+00
  5.2000000000000024e-01,  0.0000000000000000e+00,                 0.0e+00
  5.3000000000000025e-01,  0.0000000000000000e+00,                 0.0e+00
  5.4000000000000026e-01,  0.0000000000000000e+00,                 0.0e+00
  5.5000000000000027e-01,  0.0000000000000000e+00,                 0.0e+00
  5.6000000000000028e-01,  0.0000000000000000e+00,                 0.0e+00
  5.7000000000000028e-01,  0.0000000000000000e+00,                 0.0e+00
  5.8000000000000029e-01,  0.0000000000000000e+00,                 0.0e+00
  5.9000000000000030e-01,  0.0000000000000000e+00,                 0.0e+00
  6.0000000000000031e-01,  0.0000000000000000e+00,                 0.0e+00
  6.1000000000000032e-01,  0.0000000000000000e+00,                 0.0e+00
  6.2000000000000033e-01,  0.0000000000000000e+00,                 0.0e+00
  6.3000000000000034e-01,  0.0000000000000000e+00,                 0.0e+00
  6.4000000000000035e-01,  0.0000000000000000e+00,                 0.0e+00
  6.5000000000000036e-01,  0.0000000000000000e+00,                 0.0e+00
  6.6000000000000036e-01,  0.0000000000000000e+00,                 0.0e+00
  6.7000000000000037e-01,  0.0000000000000000e+00,                 0.0e+00
  6.8000000000000038e-01,  0.0000000000000000e+00,                 0.0e+00
  6.9000000000000039e-01,  0.0000000000000000e+00,                 0.0e+00
  7.0000000000000040e-01,  0.0000000000000000e+00,                 0.0e+00
  7.1000000000000041e-01,  0.0000000000000000e+00,                 0.0e+00
  7.2000000000000042e-01,  0.0000000000000000e+00,                 0.0e+00
  7.3000000000000043e-01,  0.0000000000000000e+00,                 0.0e+00
  7.4000000000000044e-01,  0.0000000000000000e+00,                 0.0e+00
  7.5000000000000044e-01,  0.0000000000000000e+00,                 0.0e+00
  7.6000000000000045e-01,  0.0000000000000000e+00,                 0.0e+00
  7.7000000000000046e-01,  0.0000000000000000e+00,                 0.0e+00
  7.8000000000000047e-01,  0.0000000000000000e+00,                 0.0e+00
  7.9000000000000048e-01,  0.0000000000000000e+00,                 0.0e+00
  8.0000000000000049e-01,  0.0000000000000000e+00,                 0.0e+00
  8.1000000000000050e-01,  0.0000000000000000e+00,                 0.0e+00
  8.2000000000000051e-01,  0.0000000000000000e+00,                 0.0e+00
  8.3000000000000052e-01,  0.0000000000000000e+00,                 0.0e+00
  8.4000000000000052e-01,  0.0000000000000000e+00,                 0.0e+00
  8.5000000000000053e-01,  0.0000000000000000e+00,                 0.0e+00
  8.6000000000000054e-01,  0.0000000000000000e+00,                 0.0e+00
  8.7000000000000055e-01,  0.0000000000000000e+00,                 0.0e+00
  8.8000000000000056e-01,  0.0000000000000000e+00,                 0.0e+00
  8.9000000000000057e-01,  0.0000000000000000e+00,                 0.0e+00
  9.0000000000000058e-01,  0.0000000000000000e+00,                 0.0e+00
  9.1000000000000059e-01,  0.0000000000000000e+00,                 0.0e+00
  9.2000000000000060e-01,  0.0000000000000000e+00,                 0.0e+00
  9.3000000000000060e-01,  0.0000000000000000e+00,                 0.0e+00
  9.4000000000000061e-01,  0.0000000000000000e+00,                 0.0e+00
  9.5000000000000062e-01,  0.0000000000000000e+00,                 0.0e+00
  9.6000000000000063e-01,  0.0000000000000000e+00,                 0.0e+00
  9.7000000000000064e-01,  0.0000000000000000e+00,                 0.0e+00
  9.8000000000000065e-01,  0.0000000000000000e+00,                 0.0e+00
